10;96;3;3;3;10;10
49;40;27;12;99;33;19
61;72;13;22;17;100;94
72;100;24;93;26;20;54
57;24;3;73;76;6;48
79;7;50;80;97;69;59
70;74;94;5;38;93;78
68;55;68;55;98;68;55
32;46;88;16;20;92;76
64;10;11;54;57;64;45
10;59;59;10;59;10;60
3;74;26;38;25;79;65
60;57;54;54;60;60;54
87;86;87;44;44;44;87
86;8;34;8;86;8;86
32;12;7;18;44;86;96
41;67;91;58;45;12;27
39;41;93;12;56;19;78
63;39;51;51;51;39;39
45;52;4;44;61;2;41
4;51;4;4;51;4;51
66;83;9;65;64;4;32
79;74;87;85;34;99;38
21;73;57;49;51;56;77
41;57;19;19;57;57;19
35;23;58;73;81;20;27
67;28;17;85;15;54;90
88;54;88;54;12;54;88
30;30;79;46;46;30;46
27;51;32;33;46;96;91
54;31;45;75;66;48;45
43;68;55;43;52;56;85
39;80;81;19;93;53;44
83;20;99;12;24;80;73
71;25;49;9;58;95;3
65;42;79;55;44;93;8
18;76;18;76;85;76;18
100;10;92;69;15;9;38
14;75;68;5;39;66;12
39;64;43;68;26;70;13
55;30;10;51;9;71;13
15;74;15;22;15;22;22
33;33;73;11;11;11;33
66;66;28;66;20;28;28
66;66;53;33;66;33;33
40;44;19;14;80;95;37
39;49;22;1;55;39;36
73;39;29;39;29;29;39
78;95;40;7;53;26;98
95;85;45;79;100;27;67
60;7;5;38;2;75;38
33;87;58;1;42;24;44
78;78;44;44;18;78;44
56;8;56;56;8;8;42
37;14;63;18;51;6;11
56;7;56;56;7;7;32
25;34;41;67;16;91;74
23;8;23;84;84;23;84
34;78;83;57;92;43;31
70;26;70;7;70;26;26
91;69;60;37;78;78;95
36;8;36;8;36;8;47
81;22;81;22;81;52;22
58;4;78;5;31;69;58
41;84;87;88;73;9;99
55;99;90;45;78;34;61
86;30;30;99;99;99;30
40;87;55;17;82;14;72
18;54;19;6;77;43;51
88;88;5;5;88;89;5
23;28;28;28;38;23;23
91;4;4;91;91;4;14
58;37;85;58;37;37;58
5;25;81;56;19;19;75
2;2;2;11;7;7;7
45;79;66;75;80;93;34
31;31;8;8;8;24;31
74;74;74;27;71;27;27
90;75;36;77;46;60;83
44;26;85;68;78;8;81
1;6;16;22;38;73;61
85;88;64;64;64;88;88
94;38;38;38;94;94;76
91;45;3;4;70;14;91
97;54;9;97;9;9;97
32;76;3;71;13;28;60
81;80;28;15;78;92;17
35;40;60;46;11;97;65
12;85;75;85;75;85;75
44;94;96;57;97;10;87
39;54;59;59;79;50;12
53;84;53;53;84;45;84
75;48;78;33;89;29;42
71;58;86;86;30;90;99
18;87;46;4;67;94;89
84;67;78;27;8;35;10
56;12;71;56;12;56;12
76;82;79;76;76;82;82
81;12;81;96;81;96;96
22;37;2;24;1;27;82
77;34;43;77;34;77;34
11;4;36;44;36;82;3
79;27;27;27;79;79;20
44;87;87;74;44;44;87
81;75;46;75;46;46;75
71;54;71;98;54;54;71
93;42;93;11;42;93;42
29;80;49;68;23;33;98
78;59;78;59;75;59;78
44;51;51;51;44;44;44
15;57;47;51;57;81;52
10;10;92;92;92;32;10
95;89;15;86;3;13;73
18;7;28;31;70;73;79
51;14;95;88;48;91;69
35;32;14;82;46;77;21
91;64;83;64;38;2;55
24;70;40;52;97;35;20
98;90;37;52;35;62;4
61;88;88;24;24;24;88
30;48;19;48;30;30;48
97;47;37;6;81;46;98
81;40;40;81;81;23;40
34;63;89;64;90;68;14
90;84;82;58;38;13;96
8;17;39;3;40;92;47
67;98;67;67;45;98;98
48;48;48;44;44;59;44
48;88;39;54;7;88;30
42;90;42;90;27;90;42
48;58;58;81;32;97;31
43;46;70;52;63;21;15
44;28;83;45;65;31;17
6;13;6;6;13;75;13
45;45;46;46;46;75;45
25;15;93;25;93;25;93
5;1;63;26;21;96;31
32;6;6;57;32;32;6
86;56;85;40;80;82;94
39;21;60;39;21;21;39
18;91;61;42;79;4;27
30;30;12;29;12;12;30
48;65;48;76;48;65;65
46;2;34;37;94;17;45
35;35;18;35;24;18;18
97;87;85;49;83;72;27
59;40;59;25;40;59;40
43;35;43;43;35;35;1
71;93;79;19;49;80;27
92;44;10;12;66;36;15
83;41;51;80;36;73;69
42;3;83;85;25;14;14
58;73;20;71;35;33;71
75;52;98;55;57;51;30
41;20;64;55;7;43;90
80;58;64;20;57;3;24
82;46;46;40;46;40;40
53;53;86;28;53;86;86
68;13;42;87;13;93;99
43;8;8;7;8;43;43
9;90;89;90;90;89;89
44;96;96;44;96;44;4
41;68;68;41;41;68;73
15;15;47;47;81;15;47
74;77;89;37;47;17;45
15;51;37;36;21;57;16
59;26;80;56;35;16;61
28;87;87;87;10;10;10
38;82;82;29;82;38;38
30;82;38;30;38;38;30
37;93;93;37;31;37;93
53;20;11;24;88;36;45
57;46;26;57;57;46;46
66;19;8;19;19;8;8
39;31;80;92;72;63;3
82;26;42;42;42;82;82
24;57;87;63;12;40;61
47;48;73;62;35;91;15
12;45;89;19;88;92;80
49;71;71;71;49;3;49
44;44;52;100;100;100;44
58;43;3;18;93;82;16
34;69;42;28;46;75;83
47;67;19;17;45;82;18
22;31;58;77;88;91;96
69;71;63;43;65;32;88
41;96;41;96;96;41;55
92;43;91;92;92;43;43
1;93;41;38;75;97;32
68;92;46;2;82;83;61
76;83;5;94;34;1;8
3;3;86;86;85;3;86
9;11;64;72;7;73;23
100;93;90;38;88;40;88
30;11;30;30;11;11;6
58;13;13;11;51;37;23
17;85;34;37;90;99;16
31;34;76;62;74;85;61
25;71;84;90;7;37;1
87;52;80;10;28;24;59
60;39;52;100;55;14;37
51;65;12;11;30;23;100
96;10;35;35;96;96;35
86;100;92;72;35;41;4
70;29;54;94;42;65;73
100;1;73;46;13;21;35
65;81;21;96;67;96;90
19;77;19;19;74;74;74
69;39;96;11;14;92;21
37;1;41;98;2;47;29
6;34;95;34;6;6;34
51;9;9;51;9;51;10
82;26;14;34;29;95;54
25;5;29;28;40;11;93
78;74;84;26;88;35;99
9;9;60;60;31;9;60
47;66;45;41;70;14;37
18;54;7;38;11;5;89
14;9;55;48;80;12;81
19;34;98;34;98;34;98
56;55;81;34;64;57;71
11;80;11;80;11;80;10
90;76;48;97;89;87;49
33;51;30;20;32;3;93
85;13;85;13;40;13;85
75;27;27;27;55;75;75
43;76;76;19;43;76;43
96;68;29;61;90;17;45
97;48;97;93;48;48;97
38;38;70;69;69;69;38
35;62;61;62;65;65;93
41;33;19;66;11;83;7
51;80;51;80;51;80;64
78;44;50;61;86;78;31
6;53;41;47;18;18;82
35;93;10;55;56;91;14
5;59;99;82;3;89;66
74;88;39;42;82;56;93
83;89;88;88;5;76;1
48;16;64;21;6;33;80
97;97;62;62;97;11;62
93;48;93;93;76;76;76
38;62;62;7;38;62;38
95;15;63;35;30;2;5
99;28;99;99;92;92;92
67;16;31;7;13;30;41
59;90;79;90;90;79;79
58;77;48;51;57;33;81
12;27;42;58;5;46;71
87;47;91;78;41;33;76
26;24;49;8;42;66;22
46;46;41;76;76;76;46
90;53;1;18;18;76;21
25;25;2;25;2;45;2
77;29;68;77;68;77;68
27;11;76;27;76;76;27
100;60;59;16;56;56;20
33;28;61;22;46;21;76
65;53;10;84;48;24;1
12;36;36;36;36;12;12
82;35;82;52;82;52;52
45;53;61;72;83;4;33
57;71;51;15;14;32;62
60;46;67;89;9;41;7
86;86;63;63;86;35;63
92;12;12;92;92;13;12
17;100;37;23;78;87;78
93;80;76;53;82;74;59
20;41;98;33;11;48;25
57;67;47;67;67;57;57
61;61;64;64;64;61;86
60;29;54;89;2;19;97
53;21;41;1;83;75;71
9;5;9;84;9;84;84
97;16;4;16;97;16;97
18;75;77;2;87;78;2
28;77;28;28;80;77;77
53;35;25;85;44;95;76
96;92;7;55;79;7;48
59;67;41;19;87;81;16
35;35;35;16;65;16;16
54;6;29;40;92;37;43
52;26;79;70;46;20;97
7;66;65;43;3;80;38
1;93;68;95;13;94;71
49;67;70;40;49;79;27
31;21;59;3;41;87;54
13;21;13;35;59;83;24
78;41;31;9;36;69;17
62;75;43;87;22;11;92
52;90;54;52;90;52;90
92;100;92;6;6;92;6
62;17;43;21;73;49;75
57;41;65;1;32;63;95
12;82;15;89;43;20;77
8;46;49;8;8;49;49
27;83;17;60;69;9;16
59;85;70;26;26;74;34
28;57;28;21;16;23;89
69;36;81;71;13;38;71
15;4;37;73;95;84;82
85;23;81;45;2;95;85
19;15;33;17;19;18;67
8;63;85;13;48;57;51
76;47;89;83;44;46;14
60;30;30;40;60;60;30
24;16;86;46;37;17;94
45;3;66;48;25;62;1
70;70;26;26;26;70;56
70;26;80;64;5;40;59
42;42;52;52;62;42;52
31;31;91;92;92;31;92
21;50;26;58;98;62;36
43;55;78;33;86;42;60
78;97;91;13;17;77;96
11;22;52;93;48;33;70
97;26;19;5;12;50;65
77;91;58;35;50;15;92
67;29;65;69;10;2;59
19;56;74;33;60;28;41
13;76;4;47;88;80;68
5;41;50;41;50;41;50
11;11;94;53;28;2;31
64;5;70;75;14;63;14
39;97;48;100;81;75;80
95;50;48;48;95;48;95
81;44;52;97;31;74;100
64;64;18;47;64;47;47
5;57;73;45;87;91;19
44;38;81;67;37;22;22
50;50;30;91;30;50;30
36;34;34;64;34;64;64
71;45;86;7;94;55;67
88;52;59;82;35;23;50
77;50;92;99;20;59;76
85;49;85;9;49;49;85
27;29;27;29;46;29;27
70;37;70;55;70;37;37
17;92;77;92;77;77;92
30;94;3;94;3;94;3
7;19;5;19;19;7;7
92;14;96;45;67;2;14
51;22;20;15;47;3;44
32;34;32;32;34;61;34
42;33;33;42;33;68;42
57;45;37;91;31;60;75
21;54;76;79;13;75;76
54;78;59;51;34;75;69
32;50;26;90;57;1;56
68;63;68;89;68;51;80
28;43;83;2;14;95;35
26;24;78;49;36;69;27
18;61;97;84;65;73;77
86;32;61;52;89;17;14
52;41;52;80;80;80;52
93;67;93;67;93;50;67
54;75;54;54;75;52;75
58;92;2;92;92;58;58
82;77;42;1;70;19;4
56;55;56;55;56;56;55
21;2;99;11;8;72;68
24;59;20;87;43;86;83
5;5;46;5;46;25;46
92;5;31;85;22;84;90
96;89;62;4;12;47;77
13;52;98;82;83;21;79
34;45;88;39;8;48;27
18;42;2;58;67;46;95
35;11;11;62;35;11;35
38;38;24;33;24;24;38
97;58;34;6;30;37;91
93;26;60;54;65;95;95
76;76;76;49;49;49;9
20;3;20;20;12;12;12
32;27;88;84;99;56;6
91;94;63;75;25;61;66
56;86;43;85;55;98;17
56;72;56;56;72;72;78
76;6;16;20;18;60;41
6;6;6;80;80;80;64
71;90;31;10;87;55;78
99;4;43;43;99;99;43
57;50;45;57;45;45;57
52;90;46;52;90;90;52
91;99;48;12;87;88;62
39;90;39;39;96;90;90
97;66;11;74;42;5;3
81;50;1;16;49;24;92
80;52;52;80;98;80;52
69;99;69;70;70;69;70
56;97;53;69;51;16;64
51;77;54;17;75;49;81
87;71;20;6;18;18;85
94;71;43;7;28;92;73
55;70;93;68;82;9;79
39;86;40;32;79;13;88
8;37;95;27;39;20;2
99;24;99;99;81;24;24
83;34;24;65;1;68;55
25;20;6;6;6;20;20
58;23;12;23;12;23;12
90;50;62;50;50;90;90
79;59;38;46;11;90;17
45;71;19;22;99;58;67
100;82;4;31;93;34;68
99;44;37;4;55;97;54
53;71;99;91;79;70;100
24;5;24;24;5;6;5
49;30;89;78;73;75;57
71;71;61;21;21;21;71
41;41;46;14;33;66;83
78;78;39;39;78;39;21
71;52;18;79;86;87;57
8;36;8;8;85;36;36
35;64;28;92;91;81;14
35;49;8;44;70;4;24
89;3;33;93;85;21;63
9;3;24;2;96;59;38
84;92;50;56;43;11;44
20;16;97;10;75;89;87
27;49;12;73;75;54;81
37;5;83;68;55;49;56
65;59;65;59;89;59;65
88;88;1;1;1;88;88
81;81;81;27;55;27;27
20;20;69;20;20;20;20
78;98;78;98;98;78;43
52;81;52;81;40;81;52
86;99;85;27;76;37;30
4;40;84;84;4;84;4
70;62;20;62;82;46;85
58;49;11;26;82;71;24
46;37;61;33;6;82;39
80;80;80;72;30;30;30
28;87;7;7;28;28;7
42;65;63;18;87;84;32
13;27;27;12;13;13;27
28;91;16;91;28;91;28
38;2;90;31;65;93;27
2;17;1;41;8;47;59
61;33;94;23;62;66;79
59;18;3;66;66;5;26
20;20;20;20;20;16;20
23;2;80;80;80;2;2
19;19;67;47;67;67;19
57;68;68;57;68;67;57
19;19;17;19;17;17;45
58;90;37;95;4;74;62
74;74;32;32;55;32;74
70;98;70;98;28;70;98
67;72;4;70;18;28;62
25;32;37;90;88;34;62
3;16;16;28;28;16;28
84;30;99;31;43;90;73
10;37;10;31;11;44;18
12;94;12;2;12;2;2
29;74;74;29;74;29;74
47;48;98;92;50;41;82
9;69;70;45;21;90;40
27;27;84;93;93;93;27
25;87;100;11;63;88;73
51;17;36;94;53;46;61
23;23;78;53;53;23;53
83;24;90;18;89;70;87
57;25;58;49;30;30;36
72;57;10;38;32;77;88
39;91;54;98;70;85;3
32;4;59;25;27;88;90
80;22;32;47;66;47;32
59;16;59;78;46;28;43
17;38;26;74;46;81;41
35;52;25;52;52;35;35
98;26;62;95;51;100;43
6;95;58;7;67;34;45
98;21;98;21;98;21;82
96;17;84;42;25;18;88
21;30;18;82;71;28;86
95;68;95;68;68;95;90
99;97;99;97;97;99;65
24;4;80;4;80;4;80
46;10;46;47;10;46;10
71;44;60;65;56;43;14
3;3;17;3;22;17;17
49;49;49;21;4;4;4
1;77;1;66;77;77;1
58;33;58;58;33;69;33
14;36;93;31;67;95;69
8;51;8;51;8;58;51
1;1;67;1;67;61;67
15;35;18;100;9;19;27
8;82;52;8;82;8;82
45;10;94;47;98;4;17
63;52;33;52;52;63;63
99;78;15;82;38;36;23
65;4;86;93;17;84;71
65;93;96;15;86;49;66
18;74;74;70;18;74;18
36;23;35;91;9;80;97
49;49;61;55;55;49;55
48;76;12;52;8;58;39
15;7;15;15;17;7;7
2;26;32;25;49;45;14
44;63;31;74;62;54;57
15;85;91;46;39;50;14
35;85;35;92;28;2;15
13;9;79;22;25;44;88
66;53;78;78;66;66;78
56;75;75;75;61;61;61
46;39;22;60;81;48;31
19;46;74;94;88;74;77
100;46;32;32;32;46;46
75;7;92;32;67;30;34
51;74;51;51;74;65;74
38;38;40;94;39;72;50
23;69;57;69;69;23;23
39;54;77;44;66;51;63
88;37;38;37;38;37;38
36;72;28;72;36;36;72
5;10;26;26;10;10;26
18;58;75;14;13;23;39
73;38;38;38;38;38;38
65;76;76;12;12;76;12
32;26;67;23;100;29;36
12;4;27;45;67;52;43
80;85;23;21;18;73;24
91;22;29;36;91;39;18
14;90;81;90;81;90;81
74;16;50;16;16;74;74
74;27;7;86;46;14;34
23;69;10;69;69;10;10
72;78;3;73;37;81;31
99;84;5;32;17;99;75
7;75;74;61;46;14;78
95;40;59;5;4;75;99
97;76;83;97;97;76;76
93;93;5;93;62;5;5
88;20;75;94;62;61;90
54;80;96;96;80;96;80
46;31;94;46;31;46;31
12;57;51;57;12;57;12
9;71;35;25;13;52;72
27;86;43;78;60;32;74
31;94;53;87;19;57;63
67;97;37;46;51;27;30
55;61;55;61;99;55;61
11;11;68;1;66;35;51
82;82;95;95;95;9;82
18;77;7;2;51;6;95
26;48;58;42;44;45;45
43;58;43;58;43;22;58
2;35;78;32;17;87;10
51;90;21;2;35;45;96
35;4;91;72;89;39;1
70;94;2;96;79;88;33
12;93;98;35;61;22;64
96;9;40;28;4;91;19
61;61;47;79;79;79;61
29;18;66;100;84;34;23
6;99;99;6;6;77;99
88;58;61;61;61;58;58
70;35;57;51;79;81;95
57;51;56;18;16;40;13
71;49;85;30;99;27;65
96;26;26;96;45;96;26
46;74;48;46;74;46;74
3;94;70;94;94;70;70
35;35;16;16;33;16;35
88;88;88;98;98;24;98
83;60;98;14;51;36;68
41;82;10;97;43;54;76
71;37;37;71;68;37;71
23;64;23;19;64;23;64
36;91;91;36;91;36;30
60;80;36;10;46;48;100
12;97;12;45;97;12;97
99;99;53;53;99;81;53
73;82;10;60;24;28;8
99;99;53;53;53;93;99
62;23;2;2;23;2;23
37;43;43;75;43;75;75
38;39;55;96;61;7;61
28;68;39;75;94;64;8
13;90;65;3;60;30;72
33;36;85;47;59;37;33
42;16;35;89;96;93;45
62;62;62;93;93;93;45
97;93;97;93;97;93;56
83;88;83;30;83;88;88
42;7;24;33;17;53;65
68;41;41;41;38;38;38
21;33;5;2;23;56;28
69;69;59;69;59;59;69
14;24;55;24;55;55;24
83;83;52;27;10;11;56
49;56;88;56;88;88;56
83;11;25;38;44;64;59
3;15;40;97;41;22;66
28;28;48;28;32;48;48
69;54;13;32;96;73;84
10;10;28;10;28;28;94
6;23;23;6;23;6;58
59;55;67;64;26;41;60
98;61;61;98;61;98;83
30;97;7;56;93;48;61
70;5;5;12;5;12;12
70;34;34;50;50;34;50
66;90;1;65;20;95;78
39;56;56;56;39;100;39
21;12;4;68;66;45;1
28;5;10;80;16;81;67
18;98;4;4;98;4;98
61;91;11;91;91;11;11
98;35;44;61;84;17;82
73;13;69;49;7;99;2
4;18;7;7;4;89;86
36;36;7;36;7;7;32
91;47;47;91;92;47;91
98;26;72;45;22;41;100
75;34;66;11;98;54;2
4;75;23;85;21;86;59
39;31;70;70;31;31;70
22;22;22;54;54;54;98
67;18;18;67;67;18;47
63;40;88;72;89;19;17
28;7;65;91;50;55;82
42;99;12;65;50;78;20
99;82;99;99;94;94;94
98;47;16;74;34;74;43
68;60;43;60;60;43;43
53;61;82;61;82;61;82
80;5;57;5;57;57;5
88;70;21;79;54;63;91
6;43;43;45;6;6;43
91;83;31;75;85;42;51
47;24;24;15;24;15;15
41;54;91;41;41;91;91
47;18;47;18;18;53;47
7;93;7;93;39;7;93
40;40;40;41;41;41;96
94;76;5;76;94;76;94
67;67;17;67;17;13;17
59;26;32;50;57;29;76
16;92;16;92;16;15;92
7;12;22;2;61;15;7
85;20;85;85;31;31;31
83;84;83;84;83;84;19
58;83;98;12;58;48;39
82;76;76;82;82;58;76
61;77;49;25;100;55;80
23;17;56;69;22;96;48
60;75;50;96;52;44;52
19;84;84;84;69;19;19
27;42;90;89;31;56;92
2;45;53;78;58;26;48
72;13;73;15;80;44;86
7;50;70;86;90;51;76
12;38;84;84;38;84;38
24;42;90;71;39;39;28
17;20;28;25;59;60;26
47;71;25;47;47;71;71
85;51;51;51;85;29;85
5;67;95;52;10;5;13
99;43;43;43;99;99;22
90;56;90;56;56;18;90
55;25;31;9;48;87;75
97;87;5;74;24;95;72
47;2;2;2;47;22;47
92;32;32;32;92;99;92
26;23;18;45;80;85;20
38;49;96;79;54;33;82
65;41;93;41;41;65;65
26;17;76;29;58;79;63
76;58;85;36;39;12;71
69;20;34;8;59;75;35
63;23;40;75;83;45;75
46;46;61;46;41;41;41
87;90;94;35;2;36;72
20;82;94;64;52;98;75
16;2;16;2;16;2;2
39;4;18;66;90;36;81
27;26;1;1;10;63;2
61;90;89;38;28;96;30
57;82;23;50;42;37;67
92;5;3;92;24;36;70
6;6;6;47;6;6;6
88;52;88;88;52;23;52
35;82;78;76;95;72;51
73;73;62;73;62;15;62
63;11;19;11;19;19;11
20;44;83;52;1;73;78
97;75;53;11;78;33;29
98;91;47;78;3;14;36
93;16;57;98;76;10;36
50;70;77;18;24;30;19
48;78;98;78;78;98;98
82;81;87;59;95;71;16
18;13;100;88;75;56;40
64;1;12;81;2;28;3
29;25;73;88;9;2;60
37;26;41;47;18;8;5
6;86;6;86;6;86;71
77;77;57;57;77;57;51
69;97;13;81;48;25;20
32;67;6;67;97;79;21
22;10;10;22;22;39;10
70;77;95;70;95;70;95
16;66;79;88;91;12;18
93;31;13;31;31;93;93
52;52;52;5;36;5;5
22;67;22;67;65;22;67
100;16;16;75;75;16;75
71;58;32;90;72;43;57
15;87;87;87;15;70;15
40;35;71;21;92;8;17
100;5;58;14;93;62;96
22;22;22;43;20;20;20
82;33;97;28;14;78;75
84;49;89;89;49;49;89
84;96;25;43;94;45;30
50;21;72;72;72;21;21
62;24;60;85;76;48;25
51;19;99;99;19;99;19
23;56;7;84;51;35;58
36;81;81;81;63;36;36
7;32;95;40;3;35;5
22;22;22;97;97;68;97
11;27;17;17;27;17;27
69;47;18;72;84;58;11
5;75;49;27;89;79;4
54;77;30;78;61;57;67
36;36;83;43;43;36;43
85;56;3;85;3;85;3
78;77;79;77;56;30;62
78;95;19;78;78;19;19
1;1;1;17;32;17;17
79;35;81;76;70;38;31
64;99;86;83;12;29;15
22;22;74;74;22;59;74
41;31;27;90;20;54;57
15;51;57;52;79;99;64
19;15;48;52;75;98;80
83;98;95;73;4;69;96
73;36;87;73;91;91;44
25;78;21;19;13;13;50
59;79;91;42;26;33;15
53;4;94;2;37;97;14
1;19;52;6;51;18;41
66;27;4;14;27;47;74
75;29;9;58;10;95;44
57;87;57;57;66;87;87
86;5;61;32;7;85;63
19;58;55;41;22;91;48
65;36;82;61;36;70;21
19;84;82;49;73;25;23
8;8;8;76;95;76;76
84;2;43;11;31;42;13
60;17;17;3;60;17;60
2;62;72;72;72;62;62
89;99;62;76;63;90;15
21;24;38;61;92;68;78
40;58;10;10;10;58;58
81;81;34;34;81;64;34
78;78;97;97;29;78;97
21;56;94;97;60;61;13
16;49;31;7;10;56;9
59;100;17;87;31;17;24
81;24;40;40;24;40;24
85;24;79;89;41;95;95
76;70;14;82;71;72;83
37;94;37;94;37;94;56
50;97;10;97;97;10;10
12;93;100;22;64;73;96
33;92;43;73;33;71;24
56;56;92;92;92;38;56
27;27;50;27;50;50;63
92;11;76;87;34;15;31
57;57;15;57;73;15;15
24;49;61;24;24;61;61
64;14;14;14;70;64;64
64;29;89;29;89;29;89
48;73;48;73;73;48;63
60;88;13;44;28;18;54
76;46;76;46;11;76;46
86;89;96;92;73;42;34
91;13;2;40;81;63;13
90;53;62;90;75;35;99
87;59;99;59;59;99;99
86;45;2;38;75;52;44
33;1;14;97;27;56;12
99;64;45;99;45;45;99
75;32;32;18;75;32;75
89;44;89;44;89;44;47
65;85;48;85;90;97;95
63;65;65;63;63;28;65
95;30;84;95;84;84;95
100;24;30;3;43;69;33
38;37;38;37;75;37;38
3;64;81;89;66;31;45
87;72;98;33;40;90;39
23;87;23;79;87;87;23
45;45;45;80;80;80;81
41;87;67;83;55;67;13
59;18;85;35;41;13;21
24;14;10;70;96;4;89
52;38;45;95;33;18;12
48;92;48;9;48;9;9
73;78;44;52;87;79;68
89;8;94;7;24;96;24
40;91;40;91;43;91;40
77;59;51;66;24;86;28
55;60;62;3;94;61;99
95;95;53;75;75;95;75
38;38;13;20;20;20;38
58;20;17;48;20;23;78
10;3;65;92;51;13;67
2;2;2;58;98;98;98
97;74;39;17;55;32;92
20;94;49;38;87;3;76
10;74;23;19;12;43;88
38;78;16;38;38;78;78
75;74;54;64;75;92;7
15;31;76;31;76;76;31
66;66;28;28;82;28;66
57;57;40;57;67;40;40
59;4;94;25;1;90;12
61;30;61;90;90;61;90
31;78;44;50;96;22;16
21;9;82;82;21;21;82
21;93;21;88;88;88;21
68;83;68;56;68;56;56
97;80;17;22;92;28;80
53;97;38;1;76;34;36
15;95;88;10;98;60;41
2;21;26;68;33;46;8
99;99;20;18;18;99;18
13;21;2;81;12;1;2
73;73;4;38;52;15;48
79;79;62;62;79;11;62
88;40;34;84;61;69;83
84;37;31;37;89;73;61
35;30;35;82;30;30;35
89;89;74;74;38;89;74
60;81;88;2;4;33;32
40;36;43;98;85;61;3
7;80;91;80;7;80;7
87;46;13;38;45;81;83
35;35;96;91;91;35;91
84;85;94;26;65;76;5
31;33;55;62;84;83;79
5;5;52;5;52;52;81
13;1;35;99;81;46;62
84;17;66;43;1;41;96
95;95;95;55;55;55;3
99;12;59;96;84;60;15
86;93;73;21;94;7;38
78;32;36;41;32;40;73
73;22;19;73;73;19;19
3;15;3;86;71;45;56
66;16;17;45;78;75;58
95;95;4;4;4;95;21
93;71;77;58;4;28;67
39;57;40;39;40;39;40
5;7;7;5;7;5;14
42;67;42;67;67;17;42
59;6;38;38;6;38;6
33;80;39;39;80;80;39
74;83;65;11;19;43;69
72;92;79;71;50;15;85
10;20;10;92;92;10;92
38;9;10;11;88;90;87
40;35;55;7;99;36;45
23;60;12;56;3;2;16
80;42;42;9;9;42;9
38;94;76;78;7;29;98
87;87;14;87;21;21;21
99;45;45;56;45;99;99
28;91;28;28;28;91;91
87;7;63;8;99;68;74
6;6;6;60;60;60;24
68;23;98;100;43;41;25
91;74;84;100;20;77;2
31;43;31;40;31;40;40
37;57;5;52;75;92;91
64;97;22;8;26;94;27
95;74;95;95;74;95;74
23;69;27;76;60;84;53
51;60;79;42;8;62;35
40;100;100;40;100;40;30
64;57;10;57;64;57;64
11;67;23;14;2;38;37
21;48;97;45;95;19;95
57;91;71;24;10;79;30
98;27;57;51;58;35;64
10;92;55;100;8;76;96
