8;40;47;49
38;2;2;32
1;41;32;3
24;26;50;7
10;33;10;41
41;34;43;12
17;3;11;15
50;43;37;22
21;25;29;26
35;22;19;7
7;49;8;40
32;15;46;41
18;36;46;32
14;16;17;41
26;23;9;18
19;33;32;44
31;9;18;14
31;9;27;45
15;6;31;14
9;40;13;30
9;35;12;18
43;3;48;35
45;16;44;32
32;6;5;23
30;9;27;1
27;46;38;46
38;12;25;7
13;24;7;48
21;10;30;30
18;28;13;18
5;4;41;32
8;25;34;34
3;40;14;18
30;20;36;16
44;46;4;18
32;2;39;28
21;32;42;13
49;35;37;15
41;46;30;23
11;46;29;45
46;30;43;33
23;17;38;14
46;7;10;17
48;22;29;36
16;21;50;45
40;40;44;42
32;38;33;18
17;47;25;17
28;27;14;26
32;35;2;34
7;33;37;21
22;19;13;15
26;34;18;19
7;23;33;1
35;19;31;47
49;27;43;23
34;14;36;20
21;32;18;1
8;20;39;36
3;37;34;36
39;7;25;33
9;19;9;12
32;37;47;9
19;34;30;40
11;32;28;20
38;31;36;8
20;35;6;33
47;15;48;23
18;32;19;20
47;20;22;22
13;31;15;45
10;2;46;27
8;9;28;32
49;49;39;6
9;19;11;29
26;27;29;44
36;39;23;3
20;34;45;2
11;15;44;32
35;13;40;19
50;39;38;14
20;38;28;13
11;18;10;22
36;37;48;25
50;24;44;11
28;37;3;22
44;33;47;37
25;2;46;32
9;25;13;16
46;12;13;28
41;33;6;31
8;3;25;25
48;30;35;50
50;22;42;24
30;37;48;47
12;5;27;7
1;42;49;21
36;22;23;2
43;1;1;37
48;47;20;38
50;16;43;29
47;48;17;27
34;35;17;17
38;18;14;29
12;38;8;13
41;5;35;24
50;16;12;40
7;6;18;36
30;31;4;4
16;12;30;18
31;11;10;17
11;8;27;6
35;9;43;30
12;3;15;29
25;27;26;11
3;37;15;7
2;33;15;42
5;21;3;44
45;6;49;10
15;1;25;34
4;4;39;14
28;11;37;33
8;27;36;21
5;35;50;11
5;9;17;37
7;13;10;48
22;36;27;41
4;16;23;22
32;46;28;2
16;41;20;36
48;15;35;18
42;47;2;7
42;39;30;34
44;30;30;46
31;29;40;39
39;4;13;12
9;5;47;9
23;24;16;39
39;4;47;10
3;2;9;45
42;31;25;25
23;47;21;28
24;24;14;11
11;34;15;14
37;48;26;4
8;30;37;4
37;3;25;45
27;10;13;1
16;24;48;46
35;8;24;24
21;42;47;6
13;21;9;46
37;3;3;39
5;21;28;48
32;27;49;32
30;41;49;43
43;29;50;6
13;45;19;23
4;39;20;24
13;45;36;10
37;29;5;45
8;14;43;25
25;47;35;10
45;23;7;24
36;18;12;21
4;3;16;5
43;18;31;19
35;7;41;5
1;49;44;42
38;46;26;39
14;25;42;33
23;43;17;33
34;8;14;49
2;24;5;14
46;1;32;24
39;26;33;19
40;45;28;20
38;31;31;34
12;20;49;8
32;1;1;41
44;8;5;17
23;2;28;38
49;34;29;6
16;35;40;24
13;24;22;6
20;48;35;19
21;1;25;38
14;4;27;42
16;49;3;33
11;46;1;15
21;16;43;37
29;12;14;7
42;19;38;44
16;13;20;49
29;50;47;24
18;33;3;13
6;49;18;37
4;21;23;48
30;5;44;10
23;25;15;2
17;27;50;28
9;15;38;44
26;46;13;33
37;11;34;19
43;44;24;33
14;36;44;27
1;16;44;38
48;33;46;39
4;21;37;46
50;5;10;16
31;48;36;5
34;29;48;49
2;5;5;6
29;13;43;49
3;40;6;45
14;34;29;17
24;8;41;49
14;7;40;12
38;15;22;13
15;34;20;34
13;17;21;33
2;2;8;16
40;5;50;1
30;1;30;16
15;46;23;37
42;50;34;28
42;28;36;41
41;18;9;10
37;34;20;3
20;4;30;41
42;49;48;18
22;5;20;34
30;11;19;5
40;47;20;2
40;49;2;20
16;39;41;37
18;19;8;5
31;12;46;29
25;40;24;47
45;16;3;43
40;31;37;14
21;5;48;37
19;24;47;6
16;40;28;48
50;23;10;3
21;1;50;27
41;5;8;35
27;34;3;11
2;28;12;3
23;46;43;17
6;15;31;24
40;44;32;14
7;50;18;16
30;40;22;4
32;15;1;47
20;33;49;41
7;20;34;32
2;1;49;11
27;22;25;35
25;50;27;10
23;3;41;3
50;22;42;32
42;42;15;7
18;44;24;49
32;36;26;13
6;12;27;39
47;22;49;22
43;19;14;2
5;4;33;29
11;35;30;7
46;25;2;3
28;28;46;47
21;14;11;6
50;13;41;48
25;50;30;24
42;48;30;6
30;19;8;49
9;16;21;1
50;13;24;28
42;6;49;19
24;18;33;7
26;44;41;13
17;13;14;46
24;1;8;23
41;19;42;21
7;22;31;45
37;47;40;50
36;45;29;7
36;31;30;2
19;16;18;49
11;46;15;11
3;1;1;5
48;49;9;37
19;21;2;28
26;33;9;35
49;6;9;19
5;48;23;14
16;21;17;24
34;30;36;21
11;33;29;25
42;30;45;19
17;16;41;16
22;21;20;15
2;43;20;16
6;39;47;38
20;11;12;25
24;38;11;46
50;8;33;21
9;2;31;14
35;11;27;12
7;31;21;23
19;44;8;31
30;3;14;26
41;40;39;4
13;39;13;10
11;25;14;15
47;20;41;44
21;41;9;13
42;14;48;13
43;14;5;21
25;41;5;18
9;19;19;50
23;50;44;13
13;6;39;19
22;28;37;28
21;40;35;19
26;4;44;1
18;49;5;38
32;27;41;36
31;38;37;37
11;37;2;16
49;3;12;21
31;5;8;14
7;13;38;4
1;5;47;28
47;44;42;45
1;39;19;20
33;11;20;41
27;2;5;48
27;45;25;23
11;20;2;21
7;46;48;40
39;50;16;32
35;46;48;17
50;19;50;4
29;34;37;24
29;35;39;25
16;50;42;40
29;45;27;22
15;25;2;39
5;49;35;27
26;31;14;50
47;25;10;45
25;5;28;48
49;17;17;3
27;23;44;30
37;26;34;40
5;18;2;9
38;39;31;30
19;7;40;35
15;32;33;48
27;49;41;24
34;21;15;1
38;11;11;7
27;12;16;36
21;6;15;10
26;28;12;30
31;10;21;42
39;23;24;28
49;25;17;21
43;25;11;12
23;28;47;46
10;43;4;1
45;14;9;1
40;18;32;25
2;18;8;22
33;7;12;34
12;3;45;11
16;17;39;35
30;2;33;43
11;26;7;50
1;1;47;37
38;34;21;29
14;30;23;41
43;10;26;41
4;26;21;7
27;25;23;35
35;33;24;32
35;31;15;3
18;23;13;16
7;12;7;23
2;21;5;17
22;11;19;15
28;38;34;46
32;22;2;16
27;15;34;37
39;20;17;9
5;15;17;8
7;48;5;48
39;8;16;7
39;22;12;16
26;9;34;4
29;11;21;18
20;44;39;2
50;32;42;36
43;37;9;26
5;41;18;23
26;27;49;11
22;49;22;38
32;8;42;43
15;42;29;10
43;29;15;2
32;30;43;35
32;9;4;47
30;32;2;3
15;17;47;18
41;28;43;49
40;48;43;20
46;7;36;38
42;16;42;34
6;35;1;7
24;31;17;20
22;42;18;15
42;26;32;4
28;11;44;48
30;2;46;47
45;2;40;42
34;14;27;5
41;4;2;26
36;25;25;23
43;40;6;20
32;9;7;13
8;8;49;3
36;24;12;38
40;33;8;34
40;5;9;20
49;24;1;22
42;10;11;26
17;32;11;7
21;18;31;38
8;13;49;39
21;38;47;11
17;10;9;5
40;23;24;11
35;11;48;34
16;50;2;32
37;8;33;27
32;1;31;21
37;21;47;9
30;18;5;4
27;45;9;33
28;13;38;41
5;12;43;50
2;24;28;49
37;2;27;36
26;1;27;21
36;23;39;49
43;41;46;16
29;10;24;39
47;29;50;5
45;25;4;17
26;18;49;12
42;20;2;40
48;50;12;4
47;26;21;19
40;24;5;17
29;5;41;47
30;17;23;22
50;2;12;42
21;31;9;17
32;16;20;9
45;45;32;49
40;47;25;47
49;13;44;34
47;44;26;8
31;12;45;28
5;10;38;15
31;26;3;12
36;34;10;32
29;8;11;34
37;22;37;7
16;44;30;8
23;19;46;41
36;37;14;33
42;45;13;29
30;30;11;27
21;25;22;49
3;16;34;20
14;4;50;18
43;43;41;40
34;25;10;16
43;31;4;15
23;26;8;45
31;3;45;42
40;4;30;47
27;21;31;4
41;5;12;13
45;40;17;6
11;32;38;6
33;34;2;41
50;47;36;39
22;16;30;22
22;48;21;4
43;1;28;9
30;43;10;28
50;33;5;47
45;38;42;48
24;18;2;38
44;33;35;21
37;21;1;9
43;25;29;29
3;38;19;30
15;33;28;19
50;20;4;2
32;32;18;50
49;37;40;2
49;38;41;46
34;45;21;34
33;39;10;29
2;5;15;46
47;12;29;20
33;6;18;29
46;35;42;47
41;43;12;6
36;48;43;48
7;25;11;11
38;27;35;32
15;50;46;21
14;28;7;6
37;3;20;49
16;17;9;36
19;18;2;2
29;7;25;47
44;26;17;42
37;8;43;49
22;17;46;26
8;33;17;9
1;20;9;40
34;23;26;7
39;15;1;32
31;4;9;2
31;10;38;8
18;41;42;47
31;43;21;30
4;33;36;29
31;20;17;32
5;28;26;4
43;30;18;22
45;20;17;20
39;45;35;41
3;4;28;6
27;36;23;25
20;36;23;4
10;42;18;33
50;16;11;14
6;7;46;36
32;47;49;43
20;13;8;37
13;19;28;16
9;34;7;28
6;12;49;41
16;23;32;47
5;1;5;31
33;50;12;32
10;36;38;23
5;1;25;6
36;18;30;43
34;9;9;37
33;12;4;3
28;9;33;41
43;36;5;16
3;28;22;43
1;5;30;32
26;21;24;39
29;14;8;12
23;49;21;21
30;17;9;4
26;4;49;5
14;21;31;33
44;39;9;35
47;37;28;13
35;3;18;45
30;2;49;22
34;25;49;49
41;1;23;19
47;25;38;16
17;44;35;31
19;49;2;26
15;38;38;19
32;45;18;27
36;33;22;32
17;35;16;32
27;37;37;14
31;15;28;47
7;14;1;9
19;20;17;11
43;39;10;25
28;10;17;44
39;27;22;36
6;49;15;9
20;50;27;41
33;2;35;29
34;6;17;23
20;27;19;44
33;4;20;50
26;28;16;17
32;12;24;34
18;1;8;28
21;50;14;23
48;28;33;45
12;1;5;6
19;14;22;25
15;17;12;8
22;5;38;35
49;9;42;38
29;49;8;29
43;24;9;46
48;25;29;17
39;9;20;11
17;16;30;48
41;7;21;33
14;36;42;36
50;6;42;36
9;4;3;32
13;15;7;16
12;11;30;25
47;25;38;32
25;22;37;31
23;6;37;8
20;46;33;45
19;26;23;32
31;1;17;5
44;8;45;36
12;1;36;5
2;11;3;2
46;33;48;10
6;24;20;28
4;46;1;17
4;45;47;32
40;17;44;13
23;14;40;31
2;46;14;18
44;37;3;30
9;38;30;9
44;9;5;7
33;15;31;46
43;24;8;49
32;25;46;37
30;35;20;9
44;5;28;46
48;41;44;39
7;37;37;13
32;30;15;48
49;24;45;4
12;12;39;2
3;44;40;17
49;30;19;17
25;47;14;8
17;16;11;15
24;40;9;41
23;14;32;4
39;19;20;49
7;44;6;8
50;14;3;11
38;27;43;27
50;5;43;9
29;28;15;33
33;5;31;15
17;5;49;17
35;28;27;2
26;47;11;48
34;3;21;16
9;19;18;11
19;50;37;22
23;40;16;17
46;28;48;31
36;46;4;25
24;22;34;14
44;34;37;6
37;11;50;36
27;31;34;5
21;8;7;15
48;27;41;13
29;39;35;7
12;48;28;46
40;7;36;10
15;20;4;28
47;36;38;45
1;38;44;1
40;42;47;45
10;19;19;21
15;16;9;42
20;39;40;19
11;12;8;13
31;34;47;33
33;32;15;30
14;18;6;4
21;8;48;1
5;45;36;24
4;32;8;29
15;37;31;42
45;12;15;15
35;15;46;32
7;29;9;31
12;17;30;7
47;39;10;39
20;47;15;18
28;31;11;2
13;15;35;38
28;9;44;7
9;9;27;28
2;46;46;45
33;2;38;47
8;47;21;48
38;49;2;47
49;15;1;50
3;24;13;32
30;10;2;50
16;6;36;18
3;10;46;17
49;29;25;7
43;43;13;4
15;13;39;48
44;34;2;10
38;25;4;31
37;18;41;41
1;44;14;9
15;4;35;39
40;14;31;19
40;26;41;30
44;16;39;48
8;11;29;34
25;40;13;5
48;17;6;37
35;29;49;20
38;41;29;35
36;36;22;26
9;10;7;39
1;31;22;20
12;32;7;8
43;25;16;20
28;41;17;35
11;27;11;41
23;7;18;6
11;37;45;24
20;43;2;42
26;44;8;36
4;8;17;1
42;41;40;46
34;22;5;3
22;24;8;12
22;1;14;28
40;41;27;39
47;23;22;11
33;31;31;34
16;21;36;23
11;39;12;23
49;42;47;17
2;24;12;32
32;16;49;42
31;33;45;30
15;11;38;24
13;39;3;34
50;15;33;30
19;44;7;8
42;46;2;20
32;38;2;25
48;45;35;47
49;39;47;18
33;3;31;10
28;18;8;18
12;14;43;19
5;32;1;29
23;48;6;39
22;14;33;38
44;26;27;8
31;24;32;24
41;30;32;38
22;2;13;3
7;8;13;50
46;48;39;12
48;7;42;43
25;45;41;18
11;41;34;34
13;12;30;31
24;9;18;22
39;16;30;23
40;34;3;32
26;27;28;40
21;24;4;47
7;8;24;39
19;28;11;13
6;7;15;20
20;4;37;3
32;37;1;7
19;41;45;40
47;23;3;44
7;47;5;21
47;27;11;2
1;39;38;22
33;10;37;36
11;31;26;17
10;31;19;17
8;28;35;41
26;26;28;11
21;6;37;46
34;38;33;30
50;42;28;5
22;46;35;12
43;25;32;28
13;50;22;9
7;7;16;27
44;19;41;4
30;8;15;49
44;21;43;14
3;21;4;20
48;12;46;49
31;30;6;41
41;33;28;42
15;28;35;47
7;19;1;15
42;31;50;36
32;37;25;2
32;4;46;33
46;42;21;39
48;1;8;1
10;36;47;16
13;29;3;15
49;20;46;38
48;31;50;45
8;9;45;11
29;37;10;34
37;6;29;48
48;37;6;43
19;23;15;28
6;38;43;1
40;36;11;43
6;29;20;3
34;48;24;9
30;6;46;9
10;7;30;26
43;7;26;24
50;15;50;42
49;38;21;33
34;12;14;39
31;20;12;28
38;28;30;14
4;19;35;14
22;4;30;18
43;49;24;29
15;40;4;7
23;50;9;41
5;3;32;21
21;24;2;30
28;48;5;17
32;3;24;49
9;12;47;3
23;37;43;23
33;4;22;45
15;30;11;18
49;32;38;47
29;28;18;27
4;33;35;29
50;28;15;1
18;12;46;28
47;26;12;16
41;33;9;33
33;8;32;5
18;9;25;14
45;6;25;19
43;42;3;14
9;3;6;5
12;19;5;40
33;24;2;10
25;34;25;14
44;7;26;1
42;21;41;23
37;42;43;29
38;10;42;7
30;32;24;40
18;37;47;17
13;29;22;29
6;25;33;12
29;43;27;34
44;42;9;21
2;5;36;12
29;36;25;26
26;24;13;36
36;25;44;21
14;5;14;49
14;13;7;5
47;35;2;17
44;37;46;29
40;22;40;4
23;36;42;47
16;10;32;37
27;46;41;7
42;22;17;8
21;25;39;50
32;2;44;34
20;49;8;29
18;50;33;15
40;13;10;31
24;2;29;30
38;24;27;7
13;29;6;4
28;26;43;45
20;18;23;2
21;4;28;1
3;50;28;22
29;33;20;22
37;7;48;30
47;43;41;5
23;44;50;36
19;19;48;15
44;33;18;11
7;31;7;30
10;46;29;50
38;14;1;12
15;35;4;14
26;49;31;45
43;13;43;33
26;35;11;31
37;21;37;48
1;22;38;35
13;12;3;7
35;50;47;23
7;14;10;26
31;37;18;12
12;25;30;6
7;13;22;1
21;46;11;32
44;32;31;38
45;45;50;25
1;1;33;34
14;23;16;16
33;8;41;24
44;35;22;2
30;41;42;49
19;30;21;19
40;13;50;25
48;10;39;24
32;21;19;37
39;7;27;10
50;16;32;4
23;17;42;44
39;20;12;49
33;50;17;29
33;18;21;16
21;44;22;48
24;16;49;26
24;2;22;5
4;16;17;21
29;24;40;32
44;18;43;5
7;35;13;45
8;21;7;19
8;47;41;37
15;13;7;34
22;32;6;36
7;21;14;23
24;49;24;37
26;6;43;26
19;38;24;24
37;14;26;35
44;49;13;29
31;49;50;26
2;1;16;14
13;16;41;47
17;16;42;31
32;16;21;13
37;41;22;10
8;23;34;13
19;50;17;12
12;20;15;24
3;7;9;26
8;47;17;18
40;41;46;47
34;4;14;47
19;45;44;29
17;38;43;26
5;8;14;45
4;15;48;27
1;31;36;21
40;21;18;37
35;29;15;21
15;1;26;24
28;21;27;6
14;18;10;50
32;18;39;50
8;42;1;34
20;9;14;11
18;2;35;3
15;27;41;5
45;46;22;21
48;30;30;34
30;21;15;17
36;21;33;30
21;4;26;17
1;9;16;50
14;24;38;33
40;49;44;34
35;22;16;18
17;29;27;30
19;45;46;5
48;23;25;1
41;2;36;45
48;9;50;19
4;27;7;13
46;16;11;9
20;10;39;22
29;16;44;4
24;8;27;1
12;14;14;33
44;30;16;19
28;22;9;29
46;10;13;38
25;36;10;4
31;49;33;2
4;42;33;42
37;41;21;17
39;11;20;26
34;48;27;27
35;50;17;12
27;34;28;46
39;7;43;39
21;48;26;35
15;47;8;32
21;46;38;44
7;14;29;16
36;17;40;7
29;12;26;41
2;8;17;47
33;6;10;22
32;30;31;42
23;12;1;24
8;28;34;19
6;41;26;7
40;49;42;18
38;13;29;37
45;18;14;36
34;39;36;2
11;34;47;24
17;6;44;21
3;25;31;38
18;1;50;22
8;23;2;2
20;13;4;6
34;9;13;29
38;2;43;48
44;1;38;7
42;11;42;44
38;46;15;40
27;13;17;37
38;5;7;18
39;36;36;21
49;24;37;38
27;21;20;36
37;1;30;40
35;46;40;33
37;35;42;9
50;7;23;46
42;42;31;30
25;35;37;1
22;24;36;24
31;41;9;35
33;18;45;36
39;19;35;14
33;1;9;36
49;14;14;5
21;38;38;34
11;44;12;21
23;1;13;13
16;24;48;26
15;44;40;45
25;29;13;6
11;4;33;26
29;30;23;10
12;3;8;15
44;20;21;29
37;13;17;38
2;47;48;7
50;30;26;8
43;23;37;19
32;16;32;13
9;42;39;38
2;14;28;44
26;11;10;2
12;21;37;25
22;30;5;43
3;15;27;43
30;32;20;25
13;6;43;5
3;27;28;45
33;44;42;30
37;18;29;18
26;15;17;10
18;19;1;22
35;42;49;25
47;33;1;35
50;4;47;24
22;10;37;19
25;48;38;14
14;17;41;35
19;6;17;22
5;1;39;21
13;36;14;31
44;21;12;42
3;7;12;38
40;20;17;45
49;28;12;36
8;23;26;1
46;22;38;24
22;48;43;47
1;28;44;47
9;32;30;17
23;34;21;18
40;25;3;39
40;31;5;42
3;18;2;47
16;15;35;36
26;29;31;40
33;22;39;13
2;43;11;11
47;20;42;9
32;21;44;11
8;36;17;7
8;32;23;26
18;42;20;26
38;21;50;13
18;18;49;31
2;47;4;16
26;42;46;28
44;15;48;18
41;7;26;22
27;28;11;49
42;29;42;39
26;30;26;18
1;22;14;31
12;30;45;36
48;37;22;4
37;24;25;33
6;34;25;2
38;28;31;44
48;9;29;7
1;5;30;29
27;42;47;3
41;19;44;42
6;46;22;14
47;6;40;38
21;41;39;36
31;17;38;18
34;37;41;27
45;43;27;29
33;35;16;28
31;15;10;36
44;8;24;43
2;32;18;10
24;1;44;32
9;35;38;25
13;26;19;37
17;26;17;3
35;1;50;29
29;21;17;19
34;24;4;39
17;10;10;16
8;36;46;29
5;23;17;28
43;39;36;3
40;43;8;37
19;24;47;28
32;30;1;39
41;13;7;13
11;10;8;29
43;26;7;29
3;7;30;48
49;6;24;46
14;23;14;43
50;34;8;32
35;33;34;45
35;31;4;34
32;10;49;4
23;39;47;35
44;7;40;43
2;20;50;40
34;30;13;31
30;32;1;43
36;8;48;38
50;12;36;15
32;36;33;26
48;25;50;42
24;50;13;14
30;6;3;13
40;17;29;3
50;13;4;13
36;22;6;16
31;15;5;34
46;42;37;40
17;17;6;50
5;11;43;50
17;43;27;2
5;33;1;45
31;2;6;39
45;29;4;42
22;44;25;50
41;46;42;44
28;21;18;49
47;28;26;13
34;11;11;9
17;23;39;23
13;10;15;36
29;43;35;44
45;27;10;18
42;8;37;11
8;13;7;36
9;15;48;48
10;4;11;28
37;34;27;20
34;29;27;17
49;38;25;10
40;14;13;40
44;26;37;48
39;20;33;39
3;33;5;38
13;48;50;10
49;36;46;46
29;16;32;23
22;6;45;32
42;14;23;50
50;27;41;22
22;44;35;29
22;15;39;50
48;23;50;14
8;50;13;45
32;45;17;13
14;25;2;10
11;7;15;23
20;33;6;10
43;12;14;39
20;35;44;22
11;18;11;31
32;48;42;18
38;44;41;32
27;35;8;42
7;15;24;26
40;31;9;2
14;27;39;15
18;17;31;24
33;34;1;33
43;25;6;41
34;15;50;24
9;17;36;42
24;17;41;6
45;41;40;47
13;41;45;24
50;46;27;18
2;23;24;29
42;29;19;7
41;15;25;11
36;9;3;14
45;47;33;6
4;5;48;39
36;1;2;7
17;3;49;27
44;1;45;26
46;21;45;14
34;4;24;32
26;30;19;35
9;36;38;18
22;35;36;47
14;49;5;5
47;8;8;20
37;23;10;32
36;49;46;35
4;50;11;5
19;45;5;4
36;19;3;18
37;30;11;5
8;2;46;10
21;30;4;7
24;10;44;29
13;31;47;33
34;24;9;32
2;34;24;17
10;20;6;5
48;34;42;18
15;41;15;7
48;19;34;21
34;48;19;48
21;23;15;34
14;17;5;8
20;9;24;45
40;37;49;44
49;35;36;2
43;12;44;14
50;1;35;20
22;42;10;6
48;4;30;26
29;38;41;20
2;6;15;8
39;47;24;41
46;23;11;41
40;41;12;7
50;12;47;40
12;2;22;40
29;25;1;24
8;43;32;27
48;6;44;41
1;14;42;40
17;23;26;36
44;17;40;31
4;8;7;10
45;46;21;38
36;19;5;39
19;16;21;41
10;16;19;48
33;27;27;13
30;24;26;24
27;19;6;2
35;48;40;46
47;31;10;9
40;10;23;24
9;38;43;11
33;39;16;29
35;8;5;41
47;20;44;41
17;19;39;19
20;39;24;4
30;7;44;4
17;14;27;30
46;23;21;36
20;32;28;19
39;38;4;27
23;46;26;13
15;2;18;41
31;38;22;33
29;38;42;50
21;12;3;20
30;31;30;6
47;25;28;17
12;50;10;22
